OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng,Shape_Area,Med_HH_Inc,Pop_100,Expec_Cnt,Expec_Doll,Actual_Cnt,Actual_Dol,Diff_Cnt,Diff_Dolla,Pop_Sq_Mi,Sq_Mi,Pct_White,White_Pop,MED_HH_I_1,OBS_EXP_DL,Dollars_pe,nonHispani,PctNonHisp,DOL_PER_PE,Eight_pct,Third_cont,HH_contrib,HH_dollars,HH_Bins
93,53,033,000500,1,530330005001,Block Group 1,G5030,S,1827737,932456,+47.7249329,-122.3718768,29423.388722,29708335.2164,133654,1236,17,3504,24,5265,7,1761,1160,1.06564,0.892395,1103,03 Med High,02 Med Low,4.25971,1092,0.883495,02 Med Low,99,1755,6705,5.42476,02 Med Low
94,53,033,011401,2,530330114012,Block Group 2,G5030,S,365867,0,+47.5264803,-122.3651930,8625.031992,3938100.16905,64250,1231,17,3490,0,0,-17,-3490,8714,0.14126,0.559708,689,01 Low,01 Low,0,598,0.485784,01 Low,98,0,4900,3.9805,02 Med Low
95,53,033,011300,5,530330113005,Block Group 5,G5030,S,290937,0,+47.5311992,-122.3498358,7214.733554,3131574.49037,66214,1112,16,3153,5,450,-11,-2703,9899,0.11233,0.641187,713,01 Low,01 Low,0.404676,616,0.553957,01 Low,89,150,4600,4.13669,02 Med Low
96,53,033,011300,4,530330113004,Block Group 4,G5030,S,395295,0,+47.5276599,-122.3512052,11528.956321,4254860.34551,71397,1046,15,2966,1,150,-14,-2816,6854,0.152622,0.627151,656,02 Med Low,01 Low,0.143403,599,0.572658,01 Low,84,50,4250,4.0631,02 Med Low
97,53,033,011300,3,530330113003,Block Group 3,G5030,S,276835,0,+47.5227709,-122.3505825,7479.58665,2979799.61205,55170,1029,15,2917,3,200,-12,-2717,9627,0.106886,0.560739,577,01 Low,01 Low,0.194363,481,0.467444,01 Low,82,66.6666,4167,4.04956,02 Med Low
98,53,033,011300,2,530330113002,Block Group 2,G5030,S,377440,0,+47.5189648,-122.3487146,10013.941537,4062668.90323,68971,1157,16,3280,0,0,-16,-3280,7939,0.145728,0.426966,494,01 Low,01 Low,0,453,0.39153,01 Low,93,0,4650,4.01901,02 Med Low
99,53,033,011300,1,530330113001,Block Group 1,G5030,S,1817048,42220,+47.5290765,-122.3402420,23577.061971,20012683.0564,30408,1640,23,4650,12,3325,-11,-1325,2285,0.717856,0.548171,899,01 Low,01 Low,2.02744,831,0.506707,01 Low,131,1108.33,7658,4.66951,02 Med Low
100,53,033,011200,3,530330112003,Block Group 3,G5030,S,533503,0,+47.5245893,-122.3166675,10897.549568,5742506.63143,43684,1627,23,4613,0,0,-23,-4613,7899,0.205984,0.419791,683,01 Low,01 Low,0,426,0.261832,01 Low,130,0,6500,3.99508,02 Med Low
101,53,033,011200,2,530330112002,Block Group 2,G5030,S,1051323,227061,+47.5344657,-122.3269219,24402.229986,13760223.7726,40063,872,12,2472,12,2300,0,-172,1767,0.49358,0.56078,489,01 Low,02 Med Low,2.63761,393,0.450688,02 Med Low,70,766.666,4267,4.89335,02 Med Low
102,53,033,011200,1,530330112001,Block Group 1,G5030,S,1181300,0,+47.5255014,-122.3285675,20262.186036,12715226.6866,47009,1407,20,3989,3,160,-17,-3829,3085,0.456096,0.405117,570,01 Low,01 Low,0.113717,447,0.317697,01 Low,113,53.3333,5703,4.0533,02 Med Low
103,53,033,011102,2,530330111022,Block Group 2,G5030,S,285427,0,+47.5436670,-122.2704383,7482.125311,3072261.60457,41500,1279,18,3626,8,693,-10,-2933,11606,0.110202,0.333855,427,01 Low,01 Low,0.54183,386,0.301798,01 Low,102,231,5331,4.1681,02 Med Low
104,53,033,011102,4,530330111024,Block Group 4,G5030,S,251297,0,+47.5364288,-122.2686791,8976.872973,2704894.71635,63889,1032,15,2926,7,524,-8,-2402,10636,0.097025,0.382752,395,01 Low,01 Low,0.507752,368,0.356589,01 Low,83,174.666,4325,4.19089,02 Med Low
105,53,033,011102,3,530330111023,Block Group 3,G5030,S,118273,0,+47.5342317,-122.2713344,5191.316661,1273051.98942,48826,896,13,2540,1,25,-12,-2515,19621,0.045664,0.172991,155,01 Low,01 Low,0.027902,84,0.09375,01 Low,72,8.33333,3608,4.02679,02 Med Low
106,53,033,011101,4,530330111014,Block Group 4,G5030,S,355186,0,+47.5436814,-122.2802139,8359.156788,3823113.71754,76500,1280,18,3629,5,260,-13,-3369,9334,0.137135,0.154687,198,02 Med Low,01 Low,0.203125,178,0.139062,01 Low,102,86.6666,5187,4.05234,02 Med Low
107,53,033,005200,3,530330052003,Block Group 3,G5030,S,274316,64232,+47.6567017,-122.3251205,10873.157897,3643903.02775,45750,971,14,2753,9,1450,-5,-1303,7429,0.130707,0.815654,792,01 Low,01 Low,1.49331,764,0.786818,01 Low,78,483.333,4383,4.5139,02 Med Low
108,53,033,005200,2,530330052002,Block Group 2,G5030,S,147449,21352,+47.6567013,-122.3203201,6539.510536,1816878.69266,19609,1214,17,3442,3,260,-14,-3182,18628,0.065172,0.481878,585,01 Low,01 Low,0.214168,552,0.454695,01 Low,97,86.6666,4937,4.06672,02 Med Low
109,53,033,005200,1,530330052001,Block Group 1,G5030,S,75585,0,+47.6593030,-122.3209742,4719.78735,813554.924215,26632,1088,15,3085,0,0,-15,-3085,37283,0.029182,0.464154,505,01 Low,01 Low,0,489,0.449449,01 Low,87,0,4350,3.99816,02 Med Low
110,53,033,005100,3,530330051003,Block Group 3,G5030,S,242318,0,+47.6538364,-122.3322878,6489.884836,2608150.93801,97188,1121,16,3178,34,3835,18,657,11982,0.093554,0.853702,957,02 Med Low,02 Med Low,3.42105,919,0.819804,02 Med Low,90,1278.33,5778,5.15433,02 Med Low
111,53,033,005100,2,530330051002,Block Group 2,G5030,S,318849,0,+47.6579054,-122.3321505,7529.286173,3431882.18803,143287,1243,18,3524,44,5550,26,2026,10097,0.123102,0.893001,1110,03 Med High,02 Med Low,4.465,1078,0.867257,02 Med Low,99,1850,6800,5.47064,02 Med Low
112,53,033,005100,1,530330051001,Block Group 1,G5030,S,320544,0,+47.6626673,-122.3323151,7475.882213,3450111.0796,65074,1298,18,3680,30,2230,12,-1450,10488,0.123756,0.835131,1084,01 Low,01 Low,1.71803,1047,0.806626,01 Low,104,743.333,5943,4.57858,02 Med Low
113,53,033,005000,3,530330050003,Block Group 3,G5030,S,174684,0,+47.6605528,-122.3441072,5944.648755,1880170.74249,42335,1279,18,3626,17,2935,-1,-691,18964,0.067442,0.804535,1029,01 Low,02 Med Low,2.29476,1000,0.781861,01 Low,102,978.332,6078,4.75215,02 Med Low
114,53,033,005000,2,530330050002,Block Group 2,G5030,S,211940,0,+47.6579095,-122.3416325,7285.968715,2281193.41092,102273,963,14,2730,19,4460,5,1730,11769,0.081827,0.850467,819,02 Med Low,02 Med Low,4.63136,791,0.821391,02 Med Low,77,1486.67,5337,5.54206,02 Med Low
115,53,033,004900,5,530330049005,Block Group 5,G5030,S,188372,0,+47.6605204,-122.3505267,7239.277083,2027534.49693,50408,1387,20,3932,15,1759,-5,-2173,19071,0.072728,0.849315,1178,01 Low,01 Low,1.2682,1141,0.822639,01 Low,111,586.333,6136,4.42394,02 Med Low
116,53,033,004900,4,530330049004,Block Group 4,G5030,S,219820,0,+47.6578067,-122.3527238,6225.007035,2365989.03278,63734,1276,18,3618,41,4179,23,561,15035,0.084868,0.894201,1141,01 Low,02 Med Low,3.27508,1094,0.857367,02 Med Low,102,1393,6493,5.08856,02 Med Low
117,53,033,004900,3,530330049003,Block Group 3,G5030,S,166859,0,+47.6536225,-122.3525730,5390.089064,1795976.00392,68713,1238,17,3510,26,3644,9,134,19217,0.064422,0.831179,1029,01 Low,02 Med Low,2.94346,1003,0.810178,02 Med Low,99,1214.67,6165,4.97981,02 Med Low
118,53,033,004900,2,530330049002,Block Group 2,G5030,S,314588,25325,+47.6520110,-122.3495899,11178.637953,3658592.31614,70245,1022,14,2898,4,600,-10,-2298,7788,0.131234,0.853229,872,02 Med Low,01 Low,0.587084,839,0.820939,01 Low,82,200,4300,4.20744,02 Med Low
119,53,033,004900,1,530330049001,Block Group 1,G5030,S,196184,0,+47.6635854,-122.3513594,6136.347113,2111564.19942,74583,1216,17,3448,17,1830,0,-1618,16055,0.075742,0.844572,1027,02 Med Low,01 Low,1.50493,1010,0.830592,01 Low,97,609.999,5460,4.49013,02 Med Low
120,53,033,004800,4,530330048004,Block Group 4,G5030,S,286780,0,+47.6640496,-122.3638421,8622.387856,3086696.6092,86558,1173,17,3326,9,1045,-8,-2281,10594,0.11072,0.877238,1029,02 Med Low,01 Low,0.890878,991,0.844842,01 Low,94,348.333,5048,4.3035,02 Med Low
121,53,033,004800,3,530330048003,Block Group 3,G5030,S,459947,41555,+47.6557185,-122.3612071,13225.62624,5397817.1834,56992,1075,15,3048,16,3165,1,117,5552,0.19362,0.842791,906,01 Low,02 Med Low,2.94419,883,0.821395,02 Med Low,86,1055,5355,4.9814,02 Med Low
122,53,033,004800,2,530330048002,Block Group 2,G5030,S,295780,0,+47.6596645,-122.3581925,7465.308894,3183583.24084,102326,1231,17,3490,34,3808,17,318,10780,0.114195,0.867587,1068,02 Med Low,02 Med Low,3.09342,1034,0.839967,02 Med Low,98,1269.33,6169,5.01137,02 Med Low
123,53,033,004800,1,530330048001,Block Group 1,G5030,S,276058,0,+47.6658749,-122.3594913,8285.571727,2971311.07885,87350,1060,15,3005,26,2440,11,-565,9945,0.106581,0.875472,928,02 Med Low,02 Med Low,2.30189,906,0.854717,01 Low,85,813.333,5063,4.77641,02 Med Low
